date,gender_label,liczba_przejazdow,temperatura,opady,wiatr,wilgotnosc
2018-10-26,Mężczyźni,934,7.535331905781584,0.001284796573875803,6.553747323340471,68.44111349036403
2018-10-26,Unknown,43,7.116279069767442,0.0,5.5093023255813955,66.06976744186046
2018-10-27,Kobiety,35,10.228571428571428,1.5371428571428571,29.94,94.17142857142858
2018-10-27,Mężczyźni,168,9.708333333333334,1.5416666666666667,27.887500000000003,94.24404761904762
2018-10-27,Unknown,3,8.333333333333334,2.233333333333333,26.766666666666666,89.66666666666667
2018-10-28,Kobiety,157,10.420382165605096,0.016560509554140127,14.056050955414012,73.28662420382166
2018-10-28,Mężczyźni,431,10.419953596287703,0.016937354988399073,13.588863109048724,73.51740139211137
2018-10-28,Unknown,59,10.40677966101695,0.0,12.091525423728813,74.42372881355932
2018-10-29,Kobiety,239,10.665271966527197,0.010460251046025104,17.028033472803347,74.27196652719665
2018-10-29,Mężczyźni,910,10.773626373626374,0.006043956043956044,17.13,73.38681318681319
2018-10-29,Unknown,35,11.2,0.005714285714285714,17.22285714285714,70.91428571428571
2018-10-30,Kobiety,256,8.07421875,0.0,13.93203125,62.78125
2018-10-30,Mężczyźni,984,8.060975609756097,0.0,13.623475609756097,63.1219512195122
2018-10-30,Unknown,32,7.96875,0.0,14.55625,64.21875
2018-10-31,Kobiety,284,12.29225352112676,0.0,13.328521126760563,75.12676056338029
2018-10-31,Mężczyźni,987,12.168186423505572,0.0,13.258763931104356,76.00911854103343
2018-10-31,Unknown,45,12.911111111111111,0.0,14.042222222222222,71.62222222222222
2018-11-01,Kobiety,295,15.603389830508474,0.002711864406779661,11.20135593220339,83.64745762711864
2018-11-01,Mężczyźni,1085,15.569585253456221,0.004147465437788019,10.939078341013824,83.84976958525345
2018-11-01,Unknown,41,15.634146341463415,0.0024390243902439024,11.921951219512195,83.4390243902439
2018-11-02,Kobiety,256,19.30859375,0.327734375,21.50625,87.00390625
2018-11-02,Mężczyźni,870,19.333333333333332,0.2925287356321839,21.08287356321839,87.20919540229885
2018-11-02,Unknown,40,19.275,0.40499999999999997,20.3725,87.85
2018-11-03,Kobiety,178,12.92134831460674,0.0348314606741573,26.955617977528092,65.33707865168539
2018-11-03,Mężczyźni,513,12.810916179337232,0.030214424951267055,26.54366471734893,62.46393762183236
2018-11-03,Unknown,32,12.3125,0.078125,23.712500000000002,64.0
2018-11-04,Kobiety,210,9.271428571428572,0.0,5.964285714285714,61.75714285714286
2018-11-04,Mężczyźni,492,9.164634146341463,0.0,6.16829268292683,62.8739837398374
2018-11-04,Unknown,82,9.682926829268293,0.0,5.815853658536585,58.23170731707317
2018-11-05,Kobiety,172,10.738372093023257,0.22906976744186044,17.952325581395346,84.8546511627907
2018-11-05,Mężczyźni,570,10.791228070175439,0.18421052631578946,17.964385964912278,84.65263157894736
2018-11-05,Unknown,26,10.692307692307692,0.12692307692307694,17.415384615384617,83.76923076923077
2018-11-06,Kobiety,205,12.321951219512195,0.31365853658536585,10.432195121951219,93.8048780487805
2018-11-06,Mężczyźni,786,12.413486005089059,0.2825699745547074,11.397837150127227,93.73664122137404
