time,temperature_2m (°C),relative_humidity_2m (%),wind_speed_10m (km/h),precipitation (mm)
2018-01-24T07:00,2.0,68,17.2,0.0
2018-01-24T08:00,4.2,65,13.2,0.0
2018-01-24T09:00,4.7,52,20.1,0.0
2018-01-24T10:00,4.6,50,26.4,0.0
2018-01-24T11:00,4.5,49,25.3,0.0
2018-01-24T12:00,4.6,47,24.9,0.0
2018-01-24T13:00,4.6,46,24.1,0.0
2018-01-24T14:00,4.5,45,24.7,0.0
2018-01-24T15:00,4.1,44,25.1,0.0
2018-01-24T16:00,3.5,44,24.4,0.0
2018-01-24T17:00,2.6,46,22.3,0.0
2018-01-24T18:00,1.0,50,18.2,0.0
2018-01-24T19:00,-0.2,52,16.7,0.0
2018-01-24T20:00,-0.8,56,12.3,0.0
2018-01-24T21:00,-1.3,56,14.6,0.0
2018-01-24T22:00,-1.9,53,16.9,0.0
2018-01-24T23:00,-2.8,54,16.8,0.0
2018-01-25T00:00,-3.5,55,17.1,0.0
2018-01-25T01:00,-4.2,56,15.6,0.0
2018-01-25T02:00,-4.7,57,15.0,0.0
2018-01-25T03:00,-5.0,57,12.8,0.0
2018-01-25T04:00,-5.2,57,10.7,0.0
2018-01-25T05:00,-5.3,56,10.3,0.0
2018-01-25T06:00,-5.6,57,10.7,0.0
2018-01-25T07:00,-5.7,57,11.0,0.0
2018-01-25T08:00,-5.2,54,14.2,0.0
2018-01-25T09:00,-4.2,51,16.8,0.0
2018-01-25T10:00,-2.6,44,21.4,0.0
2018-01-25T11:00,-1.7,38,24.5,0.0
2018-01-25T12:00,-0.9,35,23.7,0.0
2018-01-25T13:00,0.1,32,22.3,0.0
2018-01-25T14:00,0.9,28,21.0,0.0
2018-01-25T15:00,1.4,26,20.7,0.0
2018-01-25T16:00,1.5,25,20.4,0.0
2018-01-25T17:00,0.9,29,16.8,0.0
2018-01-25T18:00,-1.0,33,9.7,0.0
2018-01-25T19:00,-2.8,40,8.2,0.0
2018-01-25T20:00,-3.3,40,9.2,0.0
2018-01-25T21:00,-3.5,41,9.3,0.0
2018-01-25T22:00,-4.2,43,7.8,0.0
2018-01-25T23:00,-4.4,45,7.3,0.0
2018-01-26T00:00,-5.0,50,6.6,0.0
2018-01-26T01:00,-5.2,52,6.5,0.0
2018-01-26T02:00,-5.5,53,6.3,0.0
2018-01-26T03:00,-6.0,55,5.5,0.0
2018-01-26T04:00,-6.2,54,5.7,0.0
2018-01-26T05:00,-6.3,53,5.8,0.0
2018-01-26T06:00,-6.7,54,6.9,0.0
2018-01-26T07:00,-6.6,57,5.6,0.0
2018-01-26T08:00,-5.3,54,5.4,0.0
2018-01-26T09:00,-4.4,49,3.1,0.0
2018-01-26T10:00,-2.7,37,2.7,0.0
2018-01-26T11:00,-1.1,34,0.5,0.0
2018-01-26T12:00,0.1,34,3.1,0.0
2018-01-26T13:00,0.8,38,4.5,0.0
2018-01-26T14:00,1.4,41,7.1,0.0
2018-01-26T15:00,1.6,43,8.6,0.0
2018-01-26T16:00,1.5,46,9.9,0.0
2018-01-26T17:00,0.6,53,12.9,0.0
2018-01-26T18:00,-0.9,66,9.8,0.0
2018-01-26T19:00,-1.2,71,10.6,0.0
2018-01-26T20:00,-1.0,72,10.2,0.0
2018-01-26T21:00,-0.4,75,11.9,0.0
2018-01-26T22:00,-0.7,75,13.2,0.0
2018-01-26T23:00,-1.1,78,12.8,0.0
2018-01-27T00:00,-1.5,80,11.4,0.0
2018-01-27T01:00,-1.8,83,9.5,0.0
2018-01-27T02:00,-1.8,85,8.9,0.0
2018-01-27T03:00,-1.9,87,8.2,0.0
2018-01-27T04:00,-1.8,87,8.6,0.0
2018-01-27T05:00,-1.4,88,9.3,0.0
2018-01-27T06:00,-1.4,88,8.9,0.0
2018-01-27T07:00,-1.1,88,9.9,0.0
2018-01-27T08:00,-0.6,87,10.0,0.0
2018-01-27T09:00,0.4,81,9.9,0.0
2018-01-27T10:00,3.2,66,11.5,0.0
2018-01-27T11:00,6.1,52,15.4,0.0
2018-01-27T12:00,8.6,42,21.6,0.0
2018-01-27T13:00,10.6,39,26.8,0.0
2018-01-27T14:00,11.4,45,26.3,0.0
2018-01-27T15:00,11.6,49,24.7,0.0
2018-01-27T16:00,11.2,56,27.0,0.0
2018-01-27T17:00,10.4,61,26.6,0.0
2018-01-27T18:00,9.6,67,25.8,0.0
2018-01-27T19:00,9.2,71,25.1,0.0
2018-01-27T20:00,9.8,71,20.1,0.0
2018-01-27T21:00,9.8,70,21.3,0.0
2018-01-27T22:00,9.8,69,21.9,0.0
2018-01-27T23:00,9.7,68,23.2,0.0
2018-01-28T00:00,10.1,65,23.3,0.0
2018-01-28T01:00,10.4,65,23.6,0.0
2018-01-28T02:00,10.7,65,24.0,0.0
2018-01-28T03:00,10.6,69,23.0,0.0
2018-01-28T04:00,10.1,78,20.9,0.1
2018-01-28T05:00,9.6,83,19.0,0.3
2018-01-28T06:00,8.8,91,15.8,0.3
2018-01-28T07:00,8.4,93,12.3,0.6
2018-01-28T08:00,6.7,97,8.9,0.8
2018-01-28T09:00,7.9,97,6.7,0.6
2018-01-28T10:00,8.4,97,5.5,0.4
2018-01-28T11:00,9.1,95,3.7,0.2
2018-01-28T12:00,9.4,92,4.4,0.2
2018-01-28T13:00,9.4,90,4.0,0.2
2018-01-28T14:00,9.1,88,2.9,0.3
2018-01-28T15:00,9.3,79,5.2,0.1
2018-01-28T16:00,9.2,79,3.3,0.0
2018-01-28T17:00,8.8,85,3.7,0.0
2018-01-28T18:00,6.9,94,6.8,0.0
2018-01-28T19:00,6.4,96,6.4,0.0
2018-01-28T20:00,6.2,93,6.8,0.0
2018-01-28T21:00,6.6,88,9.1,0.0
2018-01-28T22:00,5.9,83,11.2,0.0
2018-01-28T23:00,5.2,85,12.0,0.0
2018-01-29T00:00,5.0,88,11.1,0.0
2018-01-29T01:00,4.8,91,11.1,0.0
2018-01-29T02:00,4.4,87,14.3,0.0
2018-01-29T03:00,3.7,76,14.9,0.0
2018-01-29T04:00,3.3,68,14.6,0.0
2018-01-29T05:00,3.2,65,16.0,0.0
2018-01-29T06:00,3.0,64,17.9,0.0
2018-01-29T07:00,2.9,64,17.7,0.0
2018-01-29T08:00,2.3,67,16.9,0.0
2018-01-29T09:00,2.5,67,18.2,0.0
2018-01-29T10:00,3.2,66,18.3,0.0
2018-01-29T11:00,4.6,60,18.9,0.0
2018-01-29T12:00,5.6,57,20.7,0.0
2018-01-29T13:00,6.7,54,21.7,0.0
2018-01-29T14:00,6.7,54,23.1,0.0
2018-01-29T15:00,5.9,56,21.4,0.0
2018-01-29T16:00,5.6,60,18.5,0.0
2018-01-29T17:00,5.2,61,16.3,0.0
2018-01-29T18:00,4.5,65,17.2,0.0
2018-01-29T19:00,3.9,69,23.2,0.1
2018-01-29T20:00,3.5,74,14.8,0.1
2018-01-29T21:00,3.2,76,19.1,0.1
2018-01-29T22:00,2.5,80,17.7,0.1
2018-01-29T23:00,1.8,84,18.2,0.1
2018-01-30T00:00,1.2,87,15.8,0.2
2018-01-30T01:00,0.6,84,17.4,0.2
2018-01-30T02:00,-0.2,78,18.5,0.2
2018-01-30T03:00,-0.6,75,16.6,0.2
2018-01-30T04:00,-0.9,74,15.4,0.1
2018-01-30T05:00,-1.1,75,14.5,0.1
2018-01-30T06:00,-1.3,73,13.0,0.1
2018-01-30T07:00,-1.5,73,12.8,0.1
2018-01-30T08:00,-0.9,86,5.0,0.1
2018-01-30T09:00,-0.8,86,7.9,0.3
2018-01-30T10:00,-0.2,82,9.0,0.1
2018-01-30T11:00,0.6,73,10.5,0.1
2018-01-30T12:00,1.4,68,11.8,0.1
2018-01-30T13:00,2.7,62,13.0,0.0
2018-01-30T14:00,3.8,58,15.8,0.0
2018-01-30T15:00,3.5,62,18.8,0.1
2018-01-30T16:00,2.8,56,22.5,0.0
2018-01-30T17:00,1.9,51,23.4,0.0
2018-01-30T18:00,0.2,51,23.4,0.0
2018-01-30T19:00,-1.1,51,25.0,0.0
2018-01-30T20:00,-2.0,51,27.3,0.0
2018-01-30T21:00,-2.8,49,26.0,0.0
2018-01-30T22:00,-3.8,52,25.5,0.0
2018-01-30T23:00,-4.6,54,25.7,0.0
2018-01-31T00:00,-4.9,55,25.7,0.0
2018-01-31T01:00,-5.7,54,23.9,0.0
2018-01-31T02:00,-6.2,55,22.7,0.0
2018-01-31T03:00,-6.6,55,22.4,0.0
2018-01-31T04:00,-7.1,57,21.1,0.0
2018-01-31T05:00,-7.3,59,17.8,0.0
2018-01-31T06:00,-7.6,58,13.3,0.0
2018-01-31T07:00,-7.7,58,12.8,0.0
2018-01-31T08:00,-7.9,59,15.6,0.0
2018-01-31T09:00,-7.5,55,14.8,0.0
2018-01-31T10:00,-6.4,48,15.9,0.0
2018-01-31T11:00,-4.9,47,11.4,0.0
2018-01-31T12:00,-3.3,43,12.1,0.0
2018-01-31T13:00,-2.0,39,9.0,0.0
2018-01-31T14:00,-0.9,37,12.0,0.0
2018-01-31T15:00,-0.2,35,14.5,0.0
2018-01-31T16:00,0.2,35,17.1,0.0
2018-01-31T17:00,0.2,36,15.6,0.0
2018-01-31T18:00,-0.4,41,17.0,0.0
2018-01-31T19:00,-1.5,50,13.6,0.0
2018-01-31T20:00,-2.2,52,13.2,0.0
2018-01-31T21:00,-1.7,51,19.3,0.0
2018-01-31T22:00,-1.6,52,22.7,0.0
2018-01-31T23:00,-1.5,60,16.0,0.0
